pitch;roll;lado;movimento;sessao
0.064871;-0.869975;E;Inversao;1477026882
0.009630002;0.85938585;D;Inversao;1477026882
0.050933994;-0.8498391;E;Inversao;1477026882
0.017324;0.838091;D;Inversao;1477026882
0.061979994;-0.89557207;E;Inversao;1477026882
0.017972004;0.8525499;D;Inversao;1477026882
0.057747997;-0.871801;E;Inversao;1477026882
0.030008003;0.852378;D;Inversao;1477026882
0.058684997;-0.84710205;E;Inversao;1477026882
0.025765002;0.854432;D;Inversao;1477026882
0.058573;-0.865024;E;Inversao;1477026882
0.030437004;0.84875405;D;Inversao;1477026882
0.063148;-0.864056;E;Inversao;1477026882
0.025771003;0.810516;D;Inversao;1477026882
0.054445;-0.8427311;E;Inversao;1477026882
0.027586002;0.8145839;D;Inversao;1477026882
0.064279996;-0.850757;E;Inversao;1477026882
0.028542;0.80774295;D;Inversao;1477026882
-0.001229994;0.0069060326;D;Repouso;1486157282
0.0017450005;0.008129954;D;Repouso;1486157282
-0.00017599761;0.0030750036;D;Repouso;1486157282
0.00047000498;0.0055509806;D;Repouso;1486157282
-0.0017319992;0.0069539547;D;Repouso;1486157282
-0.001214996;0.0057320595;D;Repouso;1486157282
-0.00020299852;0.004680991;D;Repouso;1486157282
-0.0014580041;0.00048303604;E;Repouso;1486157282
-0.0008899942;0.008227944;D;Repouso;1486157282
-0.0012309998;0.0008209944;E;Repouso;1486157282
-0.00063899904;0.0068449974;D;Repouso;1486157282
-0.0010289997;-0.0019580126;E;Repouso;1486157282
-0.001658;0.0068570375;D;Repouso;1486157282
-0.11684501;-0.13875794;E;Dorsiflexao;1486157282
-0.15847099;0.087659955;D;Dorsiflexao;1486157282
